Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C81135	31/10/2011		I	CI/1	1153.000	DIB-V Flyer - Job 70015 - Delivery 25 Oct 2011 - 10 grams.   Includes Linehaul.	0.1301	0.1496	150.005	DIB-V Flyer	S	22.50	I	461

C81136	31/10/2011		I	CI/1	13988.000	Deere Season - Job 69965 - Delivery IOA - 0 grams.   Includes Linehaul.	0.0000	0.0000	0.000	Deere Season	S	0.00	I	455

C81137	31/10/2011	10455	I	CI/1	8092.000	Rural Advocate - Job 69806 - Delivery 21 Oct 2011 - 194 grams. Includes folding fee 0.0100 cents.  	0.1078	0.1240	872.318	Rural Advocate	S	130.85	I	106

C81138	31/10/2011		I	CI/1	3525.000	Te Puke Times - Job 69563 - Delivery 05 Oct 2011 - 129 grams.   	0.0920	0.1058	324.300	Te Puke Times	S	48.65	I	106
C81138	31/10/2011		I	CI/2	3525.000	Te Puke Times - Job 69807 - Delivery 12 Oct 2011 - 99 grams.   	0.0805	0.0926	283.763	Te Puke Times	S	42.56	I	106
C81138	31/10/2011		I	CI/3	3525.000	Te Puke Times - Job 69808 - Delivery 19 Oct 2011 - 107 grams.   	0.0920	0.1058	324.300	Te Puke Times	S	48.65	I	106
C81138	31/10/2011		I	CI/4	3525.000	Te Puke Times - Job 69809 - Delivery 26 Oct 2011 - 77 grams.   	0.0805	0.0926	283.763	Te Puke Times	S	42.56	I	106

C81139	31/10/2011	Central Canterbury	I	CI/1	2392.000	Reply Paid Cards - Job 69995 - Delivery 25 Oct 2011 - 10 grams.   	0.0805	0.0926	192.556	Reply Paid Cards	S	28.88	I	107

C81140	31/10/2011	Gisborne/Wairoa	I	CI/1	1353.000	Reply Paid Cards - Job 69996 - Delivery 25 Oct 2011 - 10 grams.   	0.1109	0.1275	150.048	Reply Paid Cards	S	22.51	I	107

C81141	31/10/2011	Waikato	I	CI/1	2818.000	Reply Paid Cards - Job 69997 - Delivery 25 Oct 2011 - 10 grams.   	0.0805	0.0926	226.849	Reply Paid Cards	S	34.03	I	107

C81142	31/10/2011		I	CI/1	620.000	Beta Electrical - Job 69798 - Delivery IOA - 10 grams.   	0.2419	0.2782	149.978	Beta Electrical	S	22.50	I	444

C81143	31/10/2011		I	CI/1	650.000	Au-Pair Link Flyer - Job 69804 - Delivery IOA - 10 grams.   	0.2308	0.2654	150.020	Au-Pair Link Flyer	S	22.50	I	363

C81144	31/10/2011	Lesley Whalan	I	CI/1	1149.000	Bayleys - Ariana - Job 69927 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0653	0.0751	75.030	Bayleys - Ariana	S	11.26	I	344

C81145	31/10/2011	Lesley Whalan	I	CI/1	458.000	Bayleys Card - Job 69924 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1638	0.1884	75.020	Bayleys Card	S	11.25	I	344

C81146	31/10/2011	Jansen Travis	I	CI/1	796.000	Moniter Farm Field Day - Job 69772 - Delivery 03 Oct 2011 - 10 grams.   Includes Linehaul.	0.1884	0.2167	149.966	Moniter Farm Field Day	S	22.50	I	415

C81147	31/10/2011	Aaron Meikle	I	CI/1	7150.000	Beef + Lamb NZ - Job 69786 - Delivery 11 Oct 2011 - 10 grams.   Includes Linehaul.	0.0971	0.1117	694.265	Beef + Lamb NZ	S	104.14	I	425

C81148	31/10/2011		I	CI/1	6930.000	Prolaplan Flyer - Job 69964 - Delivery 18 Oct 2011 - 10 grams.   Includes Linehaul.	0.0949	0.1091	657.657	Prolaplan Flyer	S	98.65	I	320

C81149	31/10/2011		I	CI/1	14828.000	Rural Living  - Job 69901 - Delivery 18 Oct 2011 - 70 grams.   Includes Linehaul.	0.9965	1.1460	14776.102	Rural Living 	S	2216.42	I	256

C81150	31/10/2011		I	CI/1	87232.000	C-Dax Mid October 2011 - Job 69968 - Delivery IOA - 14 grams.   Includes Linehaul.	0.0718	0.0826	6263.258	C-Dax Mid October 2011	S	939.49	I	116

C81151	31/10/2011		I	CI/1	1175.000	Carpet Court Flyer - Job 69741 - Delivery IOA - 10 grams.   	0.1277	0.1469	150.048	Carpet Court Flyer	S	22.51	I	439

C81152	31/10/2011	Sarah	I	CI/1	2793.000	Cochranes Demo Day - Job 69784 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	271.200	Cochranes Demo Day	S	40.68	I	453

C81153	31/10/2011	Sarah	I	CI/1	4946.000	Cultivation Field Day - Job 69799 - Delivery 06 Oct 2011 - 10 grams.   Includes Linehaul.	0.0971	0.1117	480.257	Cultivation Field Day	S	72.04	I	453

C81154	31/10/2011		I	CI/1	5222.000	CRT Market Place Mailing - Job 70012 - Delivery 30 Oct 2011 - 10 grams.   Includes Linehaul.	0.0971	0.1117	507.056	CRT Market Place Mailing	S	76.06	I	125

C81155	31/10/2011		I	CI/1	1190.000	Moniter Farm Open Day - Job 69993 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1261	0.1450	150.059	Moniter Farm Open Day	S	22.51	I	458

C81156	31/10/2011	128142	I	CI/1	1879.000	CNO Milksmart Flyers - Job 69998 - Delivery 27 Oct 2011 - 10 grams.   	0.0798	0.0918	149.944	CNO Milksmart Flyers	S	22.49	I	233

C81157	31/10/2011	127794	I	CI/1	1161.000	Consent Renewal - Job 69768 - Delivery 03 Oct 2011 - 10 grams.   	0.1292	0.1486	150.001	Consent Renewal	S	22.50	I	233

C81158	31/10/2011	128109	I	CI/1	1471.000	DairyNZ Hawera Flyer - Job 69969 - Delivery IOA - 10 grams.   	0.1020	0.1173	150.042	DairyNZ Hawera Flyer	S	22.51	I	233

C81159	31/10/2011	127749	I	CI/1	192.000	Discussion Group Planners - Job 69765 - Delivery 05 Oct 2011 - 10 grams.   	0.7813	0.8985	150.010	Discussion Group Planners	S	22.50	I	233

C81160	31/10/2011	127753	I	CI/1	345.000	Discussion Group Planners - Job 69767 - Delivery 05 Oct 2011 - 10 grams.   	0.4348	0.5000	150.006	Discussion Group Planners	S	22.50	I	233

C81161	31/10/2011	127985	I	CI/1	2935.000	Discussion Group Planners 2011 - Job 69900 - Delivery IOA - 10 grams.   	0.0805	0.0926	236.268	Discussion Group Planners 2011	S	35.44	I	233

C81162	31/10/2011		I	CI/1	2380.000	FDE Farmer Events - Job 70014 - Delivery IOA - 10 grams.   	0.0805	0.0926	191.590	FDE Farmer Events	S	28.74	I	233

C81163	31/10/2011	127986	I	CI/1	2577.000	Milksmart BOP 2011 - Job 69899 - Delivery 14 Oct 2011 - 10 grams.   	0.0805	0.0926	207.449	Milksmart BOP 2011	S	31.12	I	233

C81164	31/10/2011	127964	I	CI/1	1056.000	Milksmart Flyer - Job 69895 - Delivery 13 Oct 2011 - 10 grams.   	0.1420	0.1633	149.952	Milksmart Flyer	S	22.49	I	233

C81165	31/10/2011	127966	I	CI/1	3190.000	Milksmart Waikato - Job 69896 - Delivery 13 Oct 2011 - 10 grams.   	0.0805	0.0926	256.795	Milksmart Waikato	S	38.52	I	233

C81166	31/10/2011	127961	I	CI/1	6031.000	Milksmart Workshop - Job 69894 - Delivery 20 Oct 2011 - 10 grams.   	0.0805	0.0926	485.496	Milksmart Workshop	S	72.82	I	233

C81167	31/10/2011	128095	I	CI/1	3589.000	Milksmart Workshop - Job 69967 - Delivery 26 Oct 2011 - 10 grams.   Includes Linehaul.	0.0805	0.0926	288.915	Milksmart Workshop	S	43.34	I	233

C81168	31/10/2011	12869	I	CI/1	1467.000	Milksmart Workshop - Job 70002 - Delivery 28 Oct 2011 - 10 grams.   	0.1022	0.1175	149.927	Milksmart Workshop	S	22.49	I	233

C81169	31/10/2011	128005	I	CI/1	3253.000	National Breeding Objective - Job 69925 - Delivery 18 Oct 2011 - 10 grams.   	0.0805	0.0926	261.867	National Breeding Objective	S	39.28	I	233

C81170	31/10/2011	127992	I	CI/1	2396.000	National Breeding Roadshow - Job 69923 - Delivery 17 Oct 2011 - 10 grams.   	0.0805	0.0926	192.878	National Breeding Roadshow	S	28.93	I	233

C81171	31/10/2011	128192	I	CI/1	834.000	NDDT Conf - Job 70008 - Delivery IOA - 10 grams.   	0.1799	0.2069	150.037	NDDT Conf	S	22.51	I	233

C81172	31/10/2011	128075	I	CI/1	2380.000	NDDT Conference - Job 69961 - Delivery 18 Oct 2011 - 10 grams.   	0.0805	0.0926	191.590	NDDT Conference	S	28.74	I	233

C81173	31/10/2011	128174	I	CI/1	1201.000	NZDIA Launch Night - Job 70001 - Delivery IOA - 10 grams.   Includes Linehaul.	0.1249	0.1436	150.005	NZDIA Launch Night	S	22.50	I	233

C81174	31/10/2011	127745	I	CI/1	135.000	West Otago Group Planners - Job 69766 - Delivery 04 Oct 2011 - 10 grams.   	1.1111	1.2778	149.999	West Otago Group Planners	S	22.50	I	233

C81175	31/10/2011	41704	I	CI/1	10864.000	Dow Agroscience Buttercup - Job 69889 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0971	0.1117	1054.894	Dow Agroscience Buttercup	S	158.23	I	132

C81176	31/10/2011		I	CI/1	720.000	Flyer - Job 70013 - Delivery 30 Oct 2011 - 10 grams.   	0.2083	0.2395	149.976	Flyer	S	22.50	I	

C81177	31/10/2011		I	CI/1	2899.000	Elders Newsletter - Job 69773 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0883	0.1015	255.982	Elders Newsletter	S	38.40	I	329

C81178	31/10/2011		I	CI/1	3065.000	Dargaville District News - Job 69568 - Delivery 05 Oct 2011 - 45 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	260.219	Dargaville District News	S	39.03	I	141
C81178	31/10/2011		I	CI/2	3065.000	Dargaville District News - Job 69812 - Delivery 12 Oct 2011 - 41 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	260.219	Dargaville District News	S	39.03	I	141
C81178	31/10/2011		I	CI/3	3065.000	Dargaville District News - Job 69813 - Delivery 19 Oct 2011 - 45 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	260.219	Dargaville District News	S	39.03	I	141
