Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C23162	31/12/2010	AH/944	I	CI/1	2811.000	Broncos - Job 67407 - Delivery IOA - 75 grams.   	0.0725	0.0834	203.797	Broncos	S	30.57	I	102

C23163	31/12/2010	10455	I	CI/1	8092.000	Rural Advocate - Job 67402 - Delivery 17 Dec 2010 - 239 grams. Includes folding fee 0.0100 cents.  	0.1117	0.1285	903.876	Rural Advocate	S	135.58	I	106

C23164	31/12/2010		I	CI/1	3525.000	Te Puke Times - Job 67040 - Delivery 01 Dec 2010 - 120 grams.   	0.0856	0.0984	301.740	Te Puke Times	S	45.26	I	106
C23164	31/12/2010		I	CI/2	3525.000	Te Puke Times - Job 67041 - Delivery 08 Dec 2010 - 125 grams.   	0.0856	0.0984	301.740	Te Puke Times	S	45.26	I	106
C23164	31/12/2010		I	CI/3	3525.000	Te Puke Times - Job 67538 - Delivery 15 Dec 2010 - 125 grams.   	0.0856	0.0984	301.740	Te Puke Times	S	45.26	I	106
C23164	31/12/2010		I	CI/4	3525.000	Te Puke Times - Job 67539 - Delivery 22 Dec 2010 - 80 grams.   	0.0749	0.0861	264.023	Te Puke Times	S	39.60	I	106
C23164	31/12/2010		I	CI/5	3525.000	Te Puke Times - Job 67540 - Delivery 29 Dec 2010 - 60 grams.   	0.0749	0.0861	264.023	Te Puke Times	S	39.60	I	106

C23165	31/12/2010	North Rodney	I	CI/1	5957.000	North Rodney/Hibiscus Coast Maps - Job 67376 - Delivery IOA - 100 grams.   	0.0856	0.0984	509.919	North Rodney/Hibiscus Coast Maps	S	76.49	I	107

C23166	31/12/2010	Far North	I	CI/1	2430.000	Reply Paid Cards - Far North - Job 67397 - Delivery 14 Dec 2010 - 10 grams.   	0.0749	0.0861	182.007	Reply Paid Cards - Far North	S	27.30	I	107

C23167	31/12/2010	Otago	I	CI/1	1747.000	Reply Paid Cards-Otago - Job 67396 - Delivery 13 Dec 2010 - 10 grams.   	0.0859	0.0988	150.067	Reply Paid Cards-Otago	S	22.51	I	107

C23168	31/12/2010	West Rodney	I	CI/1	4160.000	West Rodney Maps - Job 67375 - Delivery IOA - 100 grams.   	0.0856	0.0984	356.096	West Rodney Maps	S	53.41	I	107

C23169	31/12/2010		I	CI/1	4984.000	Executive Townhouses-New Plymouth - Job 67317 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0883	0.1015	440.087	Executive Townhouses-New Plymouth	S	66.01	I	368

C23170	31/12/2010		I	CI/1	14828.000	Rural Living  - Job 67366 - Delivery 17 Dec 2010 - 105 grams.   Includes Linehaul.	0.1103	0.1268	1635.528	Rural Living 	S	245.33	I	256

C23171	31/12/2010		I	CI/1	87218.000	CDax-Welcome To Our New World - Job 67389 - Delivery 06 Dec 2010 - 13 grams.   Includes Linehaul.	0.0692	0.0796	6035.486	CDax-Welcome To Our New World	S	905.32	I	116

C23172	31/12/2010		I	CI/1	2750.000	Central Excavations Flyer - Job 67517 - Delivery IOA - 10 grams.   	0.0749	0.0861	205.975	Central Excavations Flyer	S	30.90	I	118

C23173	31/12/2010	004	I	CI/1	729.000	CMP Flyer - Dave Webster - Job 67392 - Delivery IOA - 10 grams.   Includes Linehaul.	0.2058	0.2367	150.028	CMP Flyer - Dave Webster	S	22.50	I	250

C23174	31/12/2010	123078	I	CI/1	1233.000	Central Plateau Dry Summer Meeting - Job 67406 - Delivery 13 Dec 2010 - 10 grams.   	0.1217	0.1400	150.056	Central Plateau Dry Summer Meeting	S	22.51	I	233

C23175	31/12/2010		I	CI/1	2470.000	Enviroment First Card - Job 67496 - Delivery IOA - 10 grams.   Includes Linehaul.	0.0883	0.1015	218.101	Enviroment First Card	S	32.72	I	396

C23176	31/12/2010		I	CI/1	4426.000	Podlock DLE Flyer - Job 67370 - Delivery IOA - 10 grams.   	0.0749	0.0861	331.507	Podlock DLE Flyer	S	49.73	I	138

C23177	31/12/2010		I	CI/1	3065.000	Dargaville District News - Job 67045 - Delivery 01 Dec 2010 - 40 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	260.219	Dargaville District News	S	39.03	I	141
C23177	31/12/2010		I	CI/2	3065.000	Dargaville District News - Job 67046 - Delivery 08 Dec 2010 - 40 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	260.219	Dargaville District News	S	39.03	I	141
C23177	31/12/2010		I	CI/3	3065.000	Dargaville District News - Job 67408 - Delivery 15 Dec 2010 - 40 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	260.219	Dargaville District News	S	39.03	I	141
C23177	31/12/2010		I	CI/4	3065.000	Dargaville District News - Job 67409 - Delivery 22 Dec 2010 - 50 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0976	260.219	Dargaville District News	S	39.03	I	141

C23178	31/12/2010		I	CI/1	7875.000	Whangarei Leader - Job 67075 - Delivery 07 Dec 2010 - 104 grams. Includes folding fee 0.0100 cents.  	0.1063	0.1222	837.113	Whangarei Leader	S	125.57	I	141
C23178	31/12/2010		I	CI/2	7875.000	Whangarei Leader - Job 67223 - Delivery 14 Dec 2010 - 72 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1099	752.850	Whangarei Leader	S	112.93	I	141
