Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C21814	31/03/2010		I	CI/1	2991.000	Cambridge Property Guide - Job 64837 - Delivery 03 Mar 2010 - 80 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0955	253.936	Cambridge Property Guide	S	31.74	I	106
C21814	31/03/2010		I	CI/2	2991.000	Cambridge Property Guide - Job 65049 - Delivery 10 Mar 2010 - 80 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0955	253.936	Cambridge Property Guide	S	31.74	I	106
C21814	31/03/2010		I	CI/3	2991.000	Cambridge Property Guide - Job 65050 - Delivery 17 Mar 2010 - 80 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0955	253.936	Cambridge Property Guide	S	31.74	I	106
C21814	31/03/2010		I	CI/4	2991.000	Cambridge Property Guide - Job 65051 - Delivery 24 Mar 2010 - 80 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0955	253.936	Cambridge Property Guide	S	31.74	I	106
C21814	31/03/2010		I	CI/5	2991.000	Cambridge Property Guide - Job 65052 - Delivery 31 Mar 2010 - 80 grams. Includes folding fee 0.0100 cents.  	0.0849	0.0955	253.936	Cambridge Property Guide	S	31.74	I	106

C21815	31/03/2010	Gay Hubbard	I	CI/1	2220.000	Hamilton News - Job 64841 - Delivery 04 Mar 2010 - 60 grams. Includes folding fee 0.0100 cents.  	0.0858	0.0965	190.476	Hamilton News	S	23.81	I	106
C21815	31/03/2010	Gay Hubbard	I	CI/2	2220.000	Hamilton News - Job 65054 - Delivery 11 Mar 2010 - 110 grams. Includes folding fee 0.0100 cents.  	0.0959	0.1079	212.898	Hamilton News	S	26.61	I	106
C21815	31/03/2010	Gay Hubbard	I	CI/3	2220.000	Hamilton News - Job 65055 - Delivery 18 Mar 2010 - 60 grams. Includes folding fee 0.0100 cents.  	0.0858	0.0965	190.476	Hamilton News	S	23.81	I	106
C21815	31/03/2010	Gay Hubbard	I	CI/4	2220.000	Hamilton News - Job 65056 - Delivery 25 Mar 2010 - 70 grams. Includes folding fee 0.0100 cents.  	0.0858	0.0965	190.476	Hamilton News	S	23.81	I	106

C21816	31/03/2010	10455	I	CI/1	8092.000	Rural Advocate - Job 65026 - Delivery 19 Mar 2010 - 149 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1076	773.595	Rural Advocate	S	96.70	I	106

C21817	31/03/2010	Gay Hubbard	I	CI/1	2220.000	Selectrix CW Hamitlon News - Job 65238 - Delivery 04 Mar 2010 - 15 grams.   	0.0749	0.0843	166.278	Selectrix CW Hamitlon News	S	20.78	I	106

C21818	31/03/2010		I	CI/1	3505.000	Te Puke Times - Job 64846 - Delivery 03 Mar 2010 - 150 grams.   	0.0856	0.0963	300.028	Te Puke Times	S	37.50	I	106
C21818	31/03/2010		I	CI/2	3505.000	Te Puke Times - Job 65058 - Delivery 10 Mar 2010 - 70 grams.   	0.0749	0.0843	262.525	Te Puke Times	S	32.82	I	106
C21818	31/03/2010		I	CI/3	3505.000	Te Puke Times - Job 65059 - Delivery 17 Mar 2010 - 80 grams.   	0.0749	0.0843	262.525	Te Puke Times	S	32.82	I	106
C21818	31/03/2010		I	CI/4	3505.000	Te Puke Times - Job 65060 - Delivery 24 Mar 2010 - 80 grams.   	0.0749	0.0843	262.525	Te Puke Times	S	32.82	I	106
C21818	31/03/2010		I	CI/5	3525.000	Te Puke Times - Job 65061 - Delivery 31 Mar 2010 - 0 grams.   	0.0856	0.0963	301.740	Te Puke Times	S	37.72	I	106

C21819	31/03/2010	Wanganui/Rangitikei	I	CI/1	2492.000	Reply Paid Cards - Wanganui/Rangitikei - Job 65270 - Delivery 15 Mar 2010 - 10 grams.   	0.0749	0.0843	186.651	Reply Paid Cards - Wanganui/Rangitikei	S	23.33	I	107

C21820	31/03/2010	Sth Waikato	I	CI/1	1336.000	Sth Waikato Reply Paid Cards - Job 65269 - Delivery 15 Mar 2010 - 10 grams.   	0.1153	0.1297	154.041	Sth Waikato Reply Paid Cards	S	19.25	I	107

C21821	31/03/2010	3159	I	CI/1	25360.000	Beck Helicopters - Job 65220 - Delivery 15 Mar 2010 - 10 grams.   	0.0883	0.0993	2239.288	Beck Helicopters	S	279.91	I	112

C21822	31/03/2010		I	CI/1	17022.000	More Feed When You Need It Most - Job 64768 - Delivery 19 Mar 2010 - 10 grams.   	0.0883	0.0993	1503.043	More Feed When You Need It Most	S	187.88	I	314

C21823	31/03/2010		I	CI/1	1001.000	Elders Livestock - Job 65222 - Delivery IOA - 5 grams.   	0.1499	0.1686	150.050	Elders Livestock	S	18.76	I	329

C21824	31/03/2010		I	CI/1	4096.000	Cambridge Edition - Job 64851 - Delivery 03 Mar 2010 - 291 grams. Includes folding fee 0.0100 cents.  	0.1331	0.1497	545.178	Cambridge Edition	S	68.15	I	141
C21824	31/03/2010		I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141
C21824	31/03/2010		I	CI/2	4096.000	Cambridge Edition - Job 65038 - Delivery 10 Mar 2010 - 97 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1076	391.578	Cambridge Edition	S	48.95	I	141
C21824	31/03/2010		I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141
C21824	31/03/2010		I	CI/3	4096.000	Cambridge Edition - Job 65039 - Delivery 17 Mar 2010 - 232 grams. Includes folding fee 0.0100 cents.  	0.1224	0.1377	501.350	Cambridge Edition	S	62.67	I	141
C21824	31/03/2010		I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141
C21824	31/03/2010		I	CI/4	4096.000	Cambridge Edition - Job 65040 - Delivery 24 Mar 2010 - 191 grams. Includes folding fee 0.0100 cents.  	0.1117	0.1257	457.523	Cambridge Edition	S	57.19	I	141
C21824	31/03/2010		I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141
C21824	31/03/2010		I	CI/5	4096.000	Cambridge Edition - Job 65041 - Delivery 31 Mar 2010 - 191 grams. Includes folding fee 0.0100 cents.  	0.1117	0.1257	457.523	Cambridge Edition	S	57.19	I	141
C21824	31/03/2010		I	C100	2.000	Bundles	1.0000	1.1250	2.000	Cambridge Edition	S	0.25	I	141

C21825	31/03/2010		I	CI/1	2975.000	Dargaville District News - Job 64855 - Delivery 03 Mar 2010 - 60 grams. Includes folding fee 0.0100 cents.  	0.0956	0.1076	284.410	Dargaville District News	S	35.55	I	141
