Invoice  No.	Date	Customer PO	Delivery Status	Item Number	Quantity	Description	Price	Inc-GST Price	Total	Total_GST_Inc	Journal Memo	GST Code	GST Amount	Sale Status	Card ID
C82989	16/09/2012	2115202	I	CI/1	1438.000	AA Palmerston North - Job 72755 - Delivery 10 Sep 2012 - 10 grams.   Includes Linehaul.	0.0556	0.0639	79.95	91.94	AA Palmerston North	S	11.99	I	PMP Distribution Lim

C82990	16/09/2012	2445468	I	CI/1	6746.000	Big Save Gisborne and Rotorua - Job 72806 - Delivery 11 Sep 2012 - 20 grams.   Includes Linehaul.	0.0556	0.0639	375.08	431.34	Big Save Gisborne and Rotorua	S	56.26	I	PMP Distribution Lim

C82991	16/09/2012	2445379	I	CI/1	23669.000	Big Save Whangarei - Job 72814 - Delivery 11 Sep 2012 - 20 grams.   Includes Linehaul.	0.0556	0.0639	1316.00	1513.40	Big Save Whangarei	S	197.40	I	PMP Distribution Lim

C82992	16/09/2012	2445775	I	CI/1	2434.000	Bream A2 Wall Planner - Job 72876 - Delivery 10 Sep 2012 - 39 grams.   Includes Linehaul.	0.0000	0.0000	0.00	0.00	Bream A2 Wall Planner	S	0.00	I	PMP Distribution Lim

C82993	16/09/2012	2444803	I	CI/1	41925.000	Briscoes - Job 72696 - Delivery 10 Sep 2012 - 25 grams.   Includes Linehaul.	0.0556	0.0639	2331.03	2680.68	Briscoes	S	349.65	I	PMP Distribution Lim

C82994	16/09/2012	2445147	I	CI/1	141633.000	Carpet One September - Job 72802 - Delivery 10 Sep 2012 - 20 grams.   Includes Linehaul.	0.0556	0.0639	7874.79	9056.01	Carpet One September	S	1181.22	I	PMP Distribution Lim

C82995	16/09/2012	2445124	I	CI/1	25078.000	Curtain Studio - Job 72716 - Delivery 11 Sep 2012 - 20 grams.   Includes Linehaul.	0.0556	0.0639	1394.34	1603.49	Curtain Studio	S	209.15	I	PMP Distribution Lim

C82996	16/09/2012	2446090	I	CI/1	144.000	DOC Newsletter - Job 72943 - Delivery 12 Sep 2012 - 25 grams.   	0.0000	0.0000	0.00	0.00	DOC Newsletter	S	0.00	I	PMP Distribution Lim

C82997	16/09/2012	2443892	I	CI/1	55687.000	Four Square Northern - Job 72636 - Delivery 08 Sep 2012 - 20 grams.   Includes Linehaul.	0.0556	0.0639	3096.20	3560.63	Four Square Northern	S	464.43	I	PMP Distribution Lim

